Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
662578500,"Aug 2, 2016, 11:19:11 PM",Evening Ride,Ride,,3333,6.14,,,false,,,activities/662578500.gpx,97.06880187988281,,3333.0,1724.0,6145.5,10.0,,56.71070098876953,,308.5,362.20001220703125,27.0,-0.3124240040779114,,,,,,,,95.5238037109375,183.62158203125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
668411326,"Aug 7, 2016, 10:25:52 PM",Afternoon Ride,Ride,,5535,18.84,,,false,,,activities/668411326.gpx,97.06880187988281,,5535.0,5483.0,18843.30078125,18.399999618530273,,19.57539939880371,,306.70001220703125,326.8999938964844,24.700000762939453,0.0005306929815560579,,,,,,,,137.43499755859375,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
670757951,"Aug 9, 2016, 11:19:56 PM",Evening Ride,Ride,,10447,14.68,,,false,,,activities/670757951.gpx,97.06880187988281,,10447.0,10021.0,14679.400390625,13.899999618530273,,0.0,,291.6000061035156,303.0,36.400001525878906,-0.02316169999539852,,,,,,,,77.76490020751953,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
690121995,"Aug 26, 2016, 11:00:30 PM",Afternoon Ride,Ride,,2339,10.99,,,false,,,activities/690121995.gpx,97.06880187988281,,2339.0,1955.0,10996.2998046875,13.899999618530273,,14.7475004196167,,306.70001220703125,322.1000061035156,25.0,0.05183560028672218,,,,,,,,147.5019989013672,321.5285339355469,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
713769103,"Sep 15, 2016, 10:50:00 PM",Afternoon Ride,Ride,,5915,12.60,,,false,,,activities/713769103.gpx,97.06880187988281,,5915.0,2459.0,12607.900390625,13.800000190734863,,17.678300857543945,,303.79998779296875,322.1000061035156,33.599998474121094,0.012690500356256962,,,,,,,,125.83599853515625,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
756035390,"Oct 25, 2016, 11:32:55 PM",Evening Ride,Ride,,3576,8.04,,,false,,,activities/756035390.gpx,97.06880187988281,,3576.0,2776.0,8044.0,10.100000381469727,,10.807700157165527,,306.79998779296875,320.8999938964844,35.099998474121094,-0.022376900538802147,,,,,,,,92.65640258789062,286.7937927246094,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
773567991,"Nov 12, 2016, 8:37:53 PM",Afternoon Run,Run,,1140,0.98,,,false,,,activities/773567991.gpx,97.06880187988281,,1140.0,593.0,981.7999877929688,1.7999999523162842,,0.0,,337.79998779296875,343.6000061035156,6.800000190734863,0.4074150025844574,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
773645846,"Nov 12, 2016, 8:57:19 PM",Afternoon Run,Run,,6073,8.77,,,false,,,activities/773645846.gpx,97.06880187988281,,6073.0,5929.0,8770.2001953125,3.5999999046325684,,64.84619903564453,,320.8999938964844,350.6000061035156,29.799999237060547,-0.015963099896907806,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
776701123,"Nov 15, 2016, 11:45:55 PM",Afternoon Run,Run,,3409,2.44,,,false,,,activities/776701123.gpx,97.06880187988281,,3409.0,1209.0,2439.89990234375,4.400000095367432,,0.0,,312.20001220703125,320.8999938964844,33.099998474121094,0.1721380054950714,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
784440112,"Nov 24, 2016, 4:54:29 PM",Morning Run,Run,,1200,3.51,,,false,,,activities/784440112.gpx,97.06880187988281,,1200.0,1200.0,3513.60009765625,5.5,,0.0,,563.0,570.4000244140625,4.300000190734863,-0.011384299956262112,,,,,,,,,419.5437316894531,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
